datetime,site_name,county,county_display,site_name_display,aqi,pm25,pseudo_anomaly,zscore_anomaly,isolation_forest_anomaly,anomaly_score,is_anomaly
2026-06-27 23:00:00,前金測站,高雄市,高雄市,前金測站,84.3,51.1,1,0,0,0.3333333333333333,0
2026-06-28 00:00:00,前金測站,高雄市,高雄市,前金測站,86.4,56.0,1,0,0,0.3333333333333333,0
2026-06-28 01:00:00,前金測站,高雄市,高雄市,前金測站,75.4,47.7,1,0,0,0.3333333333333333,0
2026-06-28 02:00:00,前金測站,高雄市,高雄市,前金測站,79.9,52.6,1,0,0,0.3333333333333333,0
2026-06-28 03:00:00,前金測站,高雄市,高雄市,前金測站,81.5,54.0,1,0,0,0.3333333333333333,0
2026-06-28 04:00:00,前金測站,高雄市,高雄市,前金測站,68.7,51.1,1,0,0,0.3333333333333333,0
2026-06-28 05:00:00,前金測站,高雄市,高雄市,前金測站,80.4,51.4,1,0,0,0.3333333333333333,0
2026-06-28 06:00:00,前金測站,高雄市,高雄市,前金測站,89.3,52.3,1,0,0,0.3333333333333333,0
2026-06-28 07:00:00,前金測站,高雄市,高雄市,前金測站,86.5,48.9,1,0,0,0.3333333333333333,0
2026-06-28 08:00:00,前金測站,高雄市,高雄市,前金測站,87.2,51.0,1,0,0,0.3333333333333333,0
2026-06-28 09:00:00,前金測站,高雄市,高雄市,前金測站,92.6,52.9,1,0,0,0.3333333333333333,0
2026-06-28 10:00:00,前金測站,高雄市,高雄市,前金測站,87.5,55.8,1,0,0,0.3333333333333333,0
2026-06-28 11:00:00,前金測站,高雄市,高雄市,前金測站,74.7,47.5,1,0,0,0.3333333333333333,0
2026-06-28 12:00:00,前金測站,高雄市,高雄市,前金測站,76.9,49.2,1,0,0,0.3333333333333333,0
2026-06-28 13:00:00,前金測站,高雄市,高雄市,前金測站,86.0,53.5,1,0,0,0.3333333333333333,0
2026-06-28 14:00:00,前金測站,高雄市,高雄市,前金測站,66.2,42.1,1,0,0,0.3333333333333333,0
2026-06-28 15:00:00,前金測站,高雄市,高雄市,前金測站,81.7,51.6,1,0,0,0.3333333333333333,0
2026-06-28 16:00:00,前金測站,高雄市,高雄市,前金測站,83.8,43.3,1,0,0,0.3333333333333333,0
2026-06-28 17:00:00,前金測站,高雄市,高雄市,前金測站,78.7,49.3,1,0,0,0.3333333333333333,0
2026-06-28 18:00:00,前金測站,高雄市,高雄市,前金測站,86.9,48.7,1,0,0,0.3333333333333333,0
2026-06-28 19:00:00,前金測站,高雄市,高雄市,前金測站,78.3,49.7,1,0,0,0.3333333333333333,0
2026-06-28 20:00:00,前金測站,高雄市,高雄市,前金測站,79.6,48.9,1,0,0,0.3333333333333333,0
2026-06-28 21:00:00,前金測站,高雄市,高雄市,前金測站,77.8,50.0,1,0,0,0.3333333333333333,0
2026-06-28 22:00:00,前金測站,高雄市,高雄市,前金測站,74.0,52.8,1,0,0,0.3333333333333333,0
2026-06-28 23:00:00,前金測站,高雄市,高雄市,前金測站,78.0,49.9,1,0,0,0.3333333333333333,0
2026-06-29 00:00:00,前金測站,高雄市,高雄市,前金測站,84.2,49.6,1,0,0,0.3333333333333333,0
2026-06-29 01:00:00,前金測站,高雄市,高雄市,前金測站,71.1,49.1,1,0,0,0.3333333333333333,0
2026-06-29 02:00:00,前金測站,高雄市,高雄市,前金測站,86.6,54.1,1,0,0,0.3333333333333333,0
2026-06-29 03:00:00,前金測站,高雄市,高雄市,前金測站,73.9,47.4,1,0,0,0.3333333333333333,0
2026-06-29 04:00:00,前金測站,高雄市,高雄市,前金測站,74.8,46.6,1,0,0,0.3333333333333333,0
2026-06-29 05:00:00,前金測站,高雄市,高雄市,前金測站,73.0,51.8,1,0,0,0.3333333333333333,0
2026-06-29 06:00:00,前金測站,高雄市,高雄市,前金測站,77.3,47.6,1,1,1,1.0,1
2026-06-29 07:00:00,前金測站,高雄市,高雄市,前金測站,80.9,46.3,1,0,0,0.3333333333333333,0
2026-06-29 08:00:00,前金測站,高雄市,高雄市,前金測站,92.8,58.0,1,1,1,1.0,1
2026-06-29 09:00:00,前金測站,高雄市,高雄市,前金測站,80.8,47.4,1,0,0,0.3333333333333333,0
2026-06-29 10:00:00,前金測站,高雄市,高雄市,前金測站,85.7,49.9,1,0,0,0.3333333333333333,0
2026-06-29 11:00:00,前金測站,高雄市,高雄市,前金測站,78.5,48.3,1,0,0,0.3333333333333333,0
2026-06-29 12:00:00,前金測站,高雄市,高雄市,前金測站,80.5,51.1,1,0,0,0.3333333333333333,0
2026-06-29 13:00:00,前金測站,高雄市,高雄市,前金測站,83.0,52.0,1,0,0,0.3333333333333333,0
2026-06-29 14:00:00,前金測站,高雄市,高雄市,前金測站,79.5,52.5,1,0,0,0.3333333333333333,0
2026-06-29 15:00:00,前金測站,高雄市,高雄市,前金測站,78.8,47.9,1,0,0,0.3333333333333333,0
2026-06-29 16:00:00,前金測站,高雄市,高雄市,前金測站,83.8,51.3,1,0,0,0.3333333333333333,0
2026-06-29 17:00:00,前金測站,高雄市,高雄市,前金測站,92.5,47.2,1,0,0,0.3333333333333333,0
2026-06-29 18:00:00,前金測站,高雄市,高雄市,前金測站,92.2,52.3,1,0,0,0.3333333333333333,0
2026-06-29 19:00:00,前金測站,高雄市,高雄市,前金測站,92.6,49.3,1,0,0,0.3333333333333333,0
2026-06-29 20:00:00,前金測站,高雄市,高雄市,前金測站,94.7,59.7,1,0,1,0.6666666666666666,1
2026-06-29 21:00:00,前金測站,高雄市,高雄市,前金測站,87.6,55.2,1,0,0,0.3333333333333333,0
2026-06-29 22:00:00,前金測站,高雄市,高雄市,前金測站,84.0,52.2,1,0,0,0.3333333333333333,0
2026-06-29 23:00:00,前金測站,高雄市,高雄市,前金測站,77.8,52.2,1,0,0,0.3333333333333333,0
2026-06-30 00:00:00,前金測站,高雄市,高雄市,前金測站,70.4,47.1,1,0,0,0.3333333333333333,0
2026-06-30 01:00:00,前金測站,高雄市,高雄市,前金測站,78.2,53.1,1,0,0,0.3333333333333333,0
2026-06-30 02:00:00,前金測站,高雄市,高雄市,前金測站,76.1,53.4,1,0,0,0.3333333333333333,0
2026-06-30 03:00:00,前金測站,高雄市,高雄市,前金測站,75.1,52.1,1,0,0,0.3333333333333333,0
2026-06-30 04:00:00,前金測站,高雄市,高雄市,前金測站,72.4,48.0,1,0,0,0.3333333333333333,0
2026-06-30 05:00:00,前金測站,高雄市,高雄市,前金測站,85.9,49.0,1,0,0,0.3333333333333333,0
2026-06-30 06:00:00,前金測站,高雄市,高雄市,前金測站,86.6,55.2,1,0,0,0.3333333333333333,0
2026-06-30 07:00:00,前金測站,高雄市,高雄市,前金測站,87.3,48.9,1,0,0,0.3333333333333333,0
2026-06-30 08:00:00,前金測站,高雄市,高雄市,前金測站,82.1,54.6,1,0,0,0.3333333333333333,0
2026-06-30 09:00:00,前金測站,高雄市,高雄市,前金測站,91.0,53.7,1,0,0,0.3333333333333333,0
2026-06-30 10:00:00,前金測站,高雄市,高雄市,前金測站,85.2,52.8,1,0,0,0.3333333333333333,0
2026-06-30 11:00:00,前金測站,高雄市,高雄市,前金測站,77.0,53.6,1,0,0,0.3333333333333333,0
2026-06-30 12:00:00,前金測站,高雄市,高雄市,前金測站,86.2,56.8,1,1,0,0.6666666666666666,1
2026-06-30 13:00:00,前金測站,高雄市,高雄市,前金測站,78.0,54.3,1,0,0,0.3333333333333333,0
2026-06-30 14:00:00,前金測站,高雄市,高雄市,前金測站,83.4,49.3,1,0,0,0.3333333333333333,0
2026-06-30 15:00:00,前金測站,高雄市,高雄市,前金測站,88.4,50.3,1,0,0,0.3333333333333333,0
2026-06-30 16:00:00,前金測站,高雄市,高雄市,前金測站,83.3,46.8,1,0,0,0.3333333333333333,0
2026-06-30 17:00:00,前金測站,高雄市,高雄市,前金測站,90.5,48.2,1,0,0,0.3333333333333333,0
2026-06-30 18:00:00,前金測站,高雄市,高雄市,前金測站,89.2,49.3,1,0,0,0.3333333333333333,0
2026-06-30 19:00:00,前金測站,高雄市,高雄市,前金測站,92.0,52.7,1,0,0,0.3333333333333333,0
2026-06-30 20:00:00,前金測站,高雄市,高雄市,前金測站,87.7,52.6,1,0,0,0.3333333333333333,0
2026-06-30 21:00:00,前金測站,高雄市,高雄市,前金測站,84.9,47.6,1,0,0,0.3333333333333333,0
2026-06-30 22:00:00,前金測站,高雄市,高雄市,前金測站,80.9,51.7,1,0,0,0.3333333333333333,0
2026-06-30 23:00:00,前金測站,高雄市,高雄市,前金測站,81.6,49.7,1,0,0,0.3333333333333333,0
2026-07-01 00:00:00,前金測站,高雄市,高雄市,前金測站,83.2,49.8,1,0,0,0.3333333333333333,0
2026-07-01 01:00:00,前金測站,高雄市,高雄市,前金測站,84.7,52.3,1,0,0,0.3333333333333333,0
2026-07-01 02:00:00,前金測站,高雄市,高雄市,前金測站,89.8,57.1,1,1,0,0.6666666666666666,1
2026-07-01 03:00:00,前金測站,高雄市,高雄市,前金測站,94.6,50.1,1,0,0,0.3333333333333333,0
2026-07-01 04:00:00,前金測站,高雄市,高雄市,前金測站,91.3,50.2,1,0,0,0.3333333333333333,0
2026-07-01 05:00:00,前金測站,高雄市,高雄市,前金測站,98.0,54.1,1,0,0,0.3333333333333333,0
2026-07-01 06:00:00,前金測站,高雄市,高雄市,前金測站,86.6,48.1,1,0,0,0.3333333333333333,0
2026-07-01 07:00:00,前金測站,高雄市,高雄市,前金測站,99.4,52.9,1,0,0,0.3333333333333333,0
2026-07-01 08:00:00,前金測站,高雄市,高雄市,前金測站,101.0,57.5,1,1,1,1.0,1
2026-07-01 09:00:00,前金測站,高雄市,高雄市,前金測站,91.6,53.8,1,0,1,0.6666666666666666,1
2026-07-01 10:00:00,前金測站,高雄市,高雄市,前金測站,91.3,58.4,1,0,0,0.3333333333333333,0
2026-07-01 11:00:00,前金測站,高雄市,高雄市,前金測站,91.2,52.5,1,0,0,0.3333333333333333,0
2026-07-01 12:00:00,前金測站,高雄市,高雄市,前金測站,86.2,53.0,1,0,0,0.3333333333333333,0
2026-07-01 13:00:00,前金測站,高雄市,高雄市,前金測站,80.7,48.3,1,0,0,0.3333333333333333,0
2026-07-01 14:00:00,前金測站,高雄市,高雄市,前金測站,87.4,53.5,1,0,0,0.3333333333333333,0
2026-07-01 15:00:00,前金測站,高雄市,高雄市,前金測站,91.4,47.3,1,0,0,0.3333333333333333,0
2026-07-01 16:00:00,前金測站,高雄市,高雄市,前金測站,102.1,59.6,1,1,1,1.0,1
2026-07-01 17:00:00,前金測站,高雄市,高雄市,前金測站,100.2,55.2,1,1,1,1.0,1
2026-07-01 18:00:00,前金測站,高雄市,高雄市,前金測站,95.0,53.2,1,0,1,0.6666666666666666,1
2026-07-01 19:00:00,前金測站,高雄市,高雄市,前金測站,100.9,55.2,1,0,1,0.6666666666666666,1
2026-07-01 20:00:00,前金測站,高雄市,高雄市,前金測站,88.8,44.3,1,0,0,0.3333333333333333,0
2026-07-01 21:00:00,前金測站,高雄市,高雄市,前金測站,97.2,54.2,1,0,1,0.6666666666666666,1
2026-07-01 22:00:00,前金測站,高雄市,高雄市,前金測站,86.6,53.6,1,0,1,0.6666666666666666,1
2026-07-01 23:00:00,前金測站,高雄市,高雄市,前金測站,93.0,54.1,1,0,0,0.3333333333333333,0
2026-07-02 00:00:00,前金測站,高雄市,高雄市,前金測站,85.1,43.9,1,0,0,0.3333333333333333,0
2026-07-02 01:00:00,前金測站,高雄市,高雄市,前金測站,94.1,52.7,1,1,1,1.0,1
2026-07-02 02:00:00,前金測站,高雄市,高雄市,前金測站,88.1,48.7,1,1,0,0.6666666666666666,1
2026-07-02 03:00:00,前金測站,高雄市,高雄市,前金測站,95.1,53.3,1,0,0,0.3333333333333333,0
2026-07-02 04:00:00,前金測站,高雄市,高雄市,前金測站,85.9,57.5,1,0,0,0.3333333333333333,0
2026-07-02 05:00:00,前金測站,高雄市,高雄市,前金測站,94.0,51.2,1,0,0,0.3333333333333333,0
2026-07-02 06:00:00,前金測站,高雄市,高雄市,前金測站,96.4,55.7,1,0,0,0.3333333333333333,0
2026-07-02 07:00:00,前金測站,高雄市,高雄市,前金測站,111.1,59.5,1,1,1,1.0,1
2026-07-02 08:00:00,前金測站,高雄市,高雄市,前金測站,104.6,48.4,1,0,1,0.6666666666666666,1
2026-07-02 09:00:00,前金測站,高雄市,高雄市,前金測站,95.5,56.1,1,0,0,0.3333333333333333,0
2026-07-02 10:00:00,前金測站,高雄市,高雄市,前金測站,99.5,59.0,1,0,1,0.6666666666666666,1
2026-07-02 11:00:00,前金測站,高雄市,高雄市,前金測站,101.9,52.6,1,0,1,0.6666666666666666,1
2026-07-02 12:00:00,前金測站,高雄市,高雄市,前金測站,90.0,57.0,1,0,0,0.3333333333333333,0
2026-07-02 13:00:00,前金測站,高雄市,高雄市,前金測站,94.7,57.7,1,0,0,0.3333333333333333,0
2026-07-02 14:00:00,前金測站,高雄市,高雄市,前金測站,99.9,56.1,1,0,0,0.3333333333333333,0
2026-07-02 15:00:00,前金測站,高雄市,高雄市,前金測站,90.3,54.8,1,0,0,0.3333333333333333,0
2026-07-02 16:00:00,前金測站,高雄市,高雄市,前金測站,104.7,58.6,1,0,1,0.6666666666666666,1
2026-07-02 17:00:00,前金測站,高雄市,高雄市,前金測站,87.4,52.7,1,0,1,0.6666666666666666,1
2026-07-02 18:00:00,前金測站,高雄市,高雄市,前金測站,96.5,52.3,1,1,1,1.0,1
2026-07-02 19:00:00,前金測站,高雄市,高雄市,前金測站,87.6,55.2,1,0,1,0.6666666666666666,1
2026-07-02 20:00:00,前金測站,高雄市,高雄市,前金測站,84.9,52.4,1,0,0,0.3333333333333333,0
2026-07-02 21:00:00,前金測站,高雄市,高雄市,前金測站,87.9,49.8,1,0,0,0.3333333333333333,0
2026-07-02 22:00:00,前金測站,高雄市,高雄市,前金測站,78.4,52.4,1,0,0,0.3333333333333333,0
2026-07-02 23:00:00,前金測站,高雄市,高雄市,前金測站,90.7,57.7,1,0,0,0.3333333333333333,0
2026-07-03 00:00:00,前金測站,高雄市,高雄市,前金測站,91.7,58.3,1,1,1,1.0,1
2026-07-03 01:00:00,前金測站,高雄市,高雄市,前金測站,96.2,52.3,1,0,1,0.6666666666666666,1
2026-07-03 02:00:00,前金測站,高雄市,高雄市,前金測站,86.3,50.8,1,0,0,0.3333333333333333,0
2026-07-03 03:00:00,前金測站,高雄市,高雄市,前金測站,94.7,52.5,1,0,0,0.3333333333333333,0
2026-07-03 04:00:00,前金測站,高雄市,高雄市,前金測站,86.8,55.8,1,0,0,0.3333333333333333,0
2026-07-03 05:00:00,前金測站,高雄市,高雄市,前金測站,92.2,51.0,1,0,0,0.3333333333333333,0
2026-07-03 06:00:00,前金測站,高雄市,高雄市,前金測站,93.0,51.8,1,0,0,0.3333333333333333,0
2026-07-03 07:00:00,前金測站,高雄市,高雄市,前金測站,107.4,51.6,1,0,0,0.3333333333333333,0
2026-07-03 08:00:00,前金測站,高雄市,高雄市,前金測站,100.7,60.4,1,1,1,1.0,1
2026-07-03 09:00:00,前金測站,高雄市,高雄市,前金測站,96.5,49.4,1,0,0,0.3333333333333333,0
2026-07-03 10:00:00,前金測站,高雄市,高雄市,前金測站,94.6,56.4,1,0,0,0.3333333333333333,0
2026-07-03 11:00:00,前金測站,高雄市,高雄市,前金測站,92.1,48.5,1,0,0,0.3333333333333333,0
2026-07-03 12:00:00,前金測站,高雄市,高雄市,前金測站,80.9,50.0,1,0,0,0.3333333333333333,0
2026-07-03 13:00:00,前金測站,高雄市,高雄市,前金測站,78.6,48.8,1,0,0,0.3333333333333333,0
2026-07-03 14:00:00,前金測站,高雄市,高雄市,前金測站,89.0,57.5,1,0,1,0.6666666666666666,1
2026-07-03 15:00:00,前金測站,高雄市,高雄市,前金測站,87.3,47.3,1,0,0,0.3333333333333333,0
2026-07-03 16:00:00,前金測站,高雄市,高雄市,前金測站,84.7,52.5,1,0,0,0.3333333333333333,0
2026-07-03 17:00:00,前金測站,高雄市,高雄市,前金測站,91.8,52.4,1,0,0,0.3333333333333333,0
2026-07-03 18:00:00,前金測站,高雄市,高雄市,前金測站,100.4,54.1,1,0,1,0.6666666666666666,1
2026-07-03 19:00:00,前金測站,高雄市,高雄市,前金測站,99.9,54.4,1,0,1,0.6666666666666666,1
2026-07-03 20:00:00,前金測站,高雄市,高雄市,前金測站,164.6,67.7,1,1,1,1.0,1
2026-07-03 21:00:00,前金測站,高雄市,高雄市,前金測站,88.8,54.2,1,1,1,1.0,1
2026-07-03 22:00:00,前金測站,高雄市,高雄市,前金測站,89.9,49.9,1,0,0,0.3333333333333333,0
2026-07-03 23:00:00,前金測站,高雄市,高雄市,前金測站,87.2,49.8,1,0,0,0.3333333333333333,0
2026-07-04 00:00:00,前金測站,高雄市,高雄市,前金測站,73.6,53.5,1,0,0,0.3333333333333333,0
2026-07-04 01:00:00,前金測站,高雄市,高雄市,前金測站,77.8,55.8,1,0,0,0.3333333333333333,0
2026-07-04 02:00:00,前金測站,高雄市,高雄市,前金測站,76.9,49.2,1,0,0,0.3333333333333333,0
2026-07-04 03:00:00,前金測站,高雄市,高雄市,前金測站,72.5,52.8,1,0,0,0.3333333333333333,0
2026-07-04 04:00:00,前金測站,高雄市,高雄市,前金測站,77.6,46.8,1,0,0,0.3333333333333333,0
2026-07-04 05:00:00,前金測站,高雄市,高雄市,前金測站,71.2,43.6,1,0,0,0.3333333333333333,0
2026-07-04 06:00:00,前金測站,高雄市,高雄市,前金測站,70.6,49.6,1,0,0,0.3333333333333333,0
2026-07-04 07:00:00,前金測站,高雄市,高雄市,前金測站,83.5,52.9,1,0,0,0.3333333333333333,0
2026-07-04 08:00:00,前金測站,高雄市,高雄市,前金測站,81.7,58.0,1,0,0,0.3333333333333333,0
2026-07-04 09:00:00,前金測站,高雄市,高雄市,前金測站,81.2,53.2,1,1,0,0.6666666666666666,1
2026-07-04 10:00:00,前金測站,高雄市,高雄市,前金測站,84.5,46.5,1,0,0,0.3333333333333333,0
2026-07-04 11:00:00,前金測站,高雄市,高雄市,前金測站,75.6,48.9,1,1,0,0.6666666666666666,1
2026-07-04 12:00:00,前金測站,高雄市,高雄市,前金測站,84.0,49.9,1,0,0,0.3333333333333333,0
2026-07-04 13:00:00,前金測站,高雄市,高雄市,前金測站,70.2,43.5,1,0,0,0.3333333333333333,0
2026-07-04 14:00:00,前金測站,高雄市,高雄市,前金測站,69.7,46.9,1,0,0,0.3333333333333333,0
2026-07-04 15:00:00,前金測站,高雄市,高雄市,前金測站,74.4,47.8,1,0,0,0.3333333333333333,0
2026-07-04 16:00:00,前金測站,高雄市,高雄市,前金測站,74.2,49.7,1,0,0,0.3333333333333333,0
2026-07-04 17:00:00,前金測站,高雄市,高雄市,前金測站,77.0,53.7,1,0,0,0.3333333333333333,0
2026-07-04 18:00:00,前金測站,高雄市,高雄市,前金測站,73.8,50.0,1,0,0,0.3333333333333333,0
2026-07-04 19:00:00,前金測站,高雄市,高雄市,前金測站,77.1,50.1,1,0,0,0.3333333333333333,0
2026-07-04 20:00:00,前金測站,高雄市,高雄市,前金測站,78.9,50.7,1,0,0,0.3333333333333333,0
2026-07-04 21:00:00,前金測站,高雄市,高雄市,前金測站,74.2,49.5,1,0,0,0.3333333333333333,0
2026-07-04 22:00:00,前金測站,高雄市,高雄市,前金測站,80.4,45.0,1,0,0,0.3333333333333333,0
2026-07-04 23:00:00,前金測站,高雄市,高雄市,前金測站,67.6,45.5,1,0,0,0.3333333333333333,0
2026-07-05 00:00:00,前金測站,高雄市,高雄市,前金測站,66.7,43.3,1,0,0,0.3333333333333333,0
2026-07-05 01:00:00,前金測站,高雄市,高雄市,前金測站,71.8,45.3,1,0,0,0.3333333333333333,0
2026-07-05 02:00:00,前金測站,高雄市,高雄市,前金測站,66.7,44.5,1,0,0,0.3333333333333333,0
2026-07-05 03:00:00,前金測站,高雄市,高雄市,前金測站,71.7,48.0,1,0,0,0.3333333333333333,0
2026-07-05 04:00:00,前金測站,高雄市,高雄市,前金測站,72.0,47.1,1,0,0,0.3333333333333333,0
2026-07-05 05:00:00,前金測站,高雄市,高雄市,前金測站,70.9,53.9,1,0,0,0.3333333333333333,0
2026-07-05 06:00:00,前金測站,高雄市,高雄市,前金測站,79.9,47.4,1,0,0,0.3333333333333333,0
2026-07-05 07:00:00,前金測站,高雄市,高雄市,前金測站,82.4,46.6,1,0,0,0.3333333333333333,0
2026-07-05 08:00:00,前金測站,高雄市,高雄市,前金測站,86.2,47.3,1,0,0,0.3333333333333333,0
2026-07-05 09:00:00,前金測站,高雄市,高雄市,前金測站,77.3,54.2,1,0,0,0.3333333333333333,0
2026-07-05 10:00:00,前金測站,高雄市,高雄市,前金測站,81.2,48.7,1,0,0,0.3333333333333333,0
2026-07-05 11:00:00,前金測站,高雄市,高雄市,前金測站,81.2,53.4,1,0,0,0.3333333333333333,0
2026-07-05 12:00:00,前金測站,高雄市,高雄市,前金測站,67.6,49.3,1,0,0,0.3333333333333333,0
2026-07-05 13:00:00,前金測站,高雄市,高雄市,前金測站,73.5,50.9,1,0,0,0.3333333333333333,0
2026-07-05 14:00:00,前金測站,高雄市,高雄市,前金測站,77.2,44.1,1,0,0,0.3333333333333333,0
2026-07-05 15:00:00,前金測站,高雄市,高雄市,前金測站,81.0,52.9,1,0,0,0.3333333333333333,0
2026-07-05 16:00:00,前金測站,高雄市,高雄市,前金測站,71.3,50.9,1,0,0,0.3333333333333333,0
2026-07-05 17:00:00,前金測站,高雄市,高雄市,前金測站,81.2,49.8,1,0,0,0.3333333333333333,0
2026-07-05 18:00:00,前金測站,高雄市,高雄市,前金測站,84.7,51.0,1,0,0,0.3333333333333333,0
2026-07-05 19:00:00,前金測站,高雄市,高雄市,前金測站,136.6,55.5,1,1,1,1.0,1
2026-07-05 20:00:00,前金測站,高雄市,高雄市,前金測站,87.5,52.5,1,1,1,1.0,1
2026-07-05 21:00:00,前金測站,高雄市,高雄市,前金測站,83.7,53.9,1,0,0,0.3333333333333333,0
2026-07-05 22:00:00,前金測站,高雄市,高雄市,前金測站,91.7,48.5,1,0,0,0.3333333333333333,0
2026-07-05 23:00:00,前金測站,高雄市,高雄市,前金測站,69.5,50.5,1,1,0,0.6666666666666666,1
2026-07-06 00:00:00,前金測站,高雄市,高雄市,前金測站,87.3,51.0,1,0,0,0.3333333333333333,0
2026-07-06 01:00:00,前金測站,高雄市,高雄市,前金測站,87.1,48.7,1,0,0,0.3333333333333333,0
2026-07-06 02:00:00,前金測站,高雄市,高雄市,前金測站,85.5,55.0,1,0,0,0.3333333333333333,0
